id,text,pos
15846,podřídit,V
15847,podřízený,N
15848,podříznout,V
15849,podšálek,N
15850,podšívka,N
15851,poeta,N
15852,poeticky,D
15853,poetický,A
15854,poetika,N
15855,poetičnost,N
15856,poezie,N
15857,pofidérní,A
15858,pogratulovat,V
15859,pogrom,N
15860,pohana,N
15861,pohanka,N
15862,pohankový,A
15863,pohanství,N
15864,pohasnout,V
15865,pohazovat,V
15866,pohlavek,N
15867,pohlavní,A
15868,pohlavně,D
15869,pohlaví,N
15870,pohlcení,N
15871,pohlcený,A
15872,pohlcovat,V
15873,pohled,N
15874,pohlednice,N
15875,pohledný,A
15876,pohledání,N
15877,pohledávka,N
15878,pohltit,V
15879,pohlídat,V
15880,pohlížet,V
15881,pohmoždit,V
15882,pohmožděnina,N
15883,pohmoždění,N
15884,pohmožděný,A
15885,pohnat,V
15886,pohnout,V
15887,pohnutka,N
15888,pohnutí,N
15889,pohoda,N
15890,pohodlně,D
15891,pohodlný,A
15892,pohodlí,N
15893,pohodář,N
15894,pohon,N
15895,pohonný,A
15896,pohoršit,V
15897,pohoršovat,V
15898,pohostinnost,N
15899,pohostinný,A
15900,pohostinství,N
15901,pohotovost,N
15902,pohotovostní,A
15903,pohotový,A
15904,pohotově,D
15905,pohov,N
15906,pohovka,N
15907,pohovor,N
15908,pohovořit,V
15909,pohořet,V
15910,pohoří,N
15911,pohoštění,N
15912,pohraniční,A
15913,pohrdat,V
15914,pohrdavý,A
15915,pohrdavě,D
15916,pohrdnout,V
15917,pohrdání,N
15918,pohrobek,N
15919,pohroma,N
15920,pohromadě,D
15921,pohroužit,V
15922,pohrozit,V
15923,pohrát,V
15924,pohrávat,V
15925,pohrůžka,N
15926,pohublý,A
15927,pohupovat,V
15928,pohyb,N
15929,pohyblivý,A
15930,pohybovat,V
15931,pohybově,D
15932,pohybový,A
15933,pohybující,A
15934,pohádat,V
15935,pohádka,N
15936,pohádkově,D
15937,pohádkový,A
15938,pohádkář,N
15939,poháněcí,A
15940,pohánějící,A
15941,poháněný,A
15942,pohánět,V
15943,pohár,N
15944,pohárek,N
15945,poházený,A
15946,poházet,V
15947,pohřbení,N
15948,pohřbený,A
15949,pohřbít,V
15950,pohřbívat,V
15951,pohřbívání,N
15952,pohřeb,N
15953,pohřebiště,N
15954,pohřešovat,V
15955,pohřešování,N
15956,pojatý,A
15957,pojednání,N
15958,pojednávající,A
15959,pojednávat,V
15960,pojem,N
15961,pojetí,N
15962,pojezd,N
15963,pojezdový,A
15964,pojistit,V
15965,pojistitel,N
15966,pojistitelný,A
15967,pojistka,N
15968,pojistník,N
15969,pojistný,A
15970,pojit,V
15971,pojivo,N
15972,pojivový,A
15973,pojištěnec,N
15974,pojištění,N
15975,pojištěný,A
15976,pojišťovací,A
15977,pojišťovat,V
15978,pojišťovna,N
15979,pojišťovnictví,N
15980,pojmenovaný,A
15981,pojmenovat,V
15982,pojmenování,N
15983,pojídat,V
15984,pojídání,N
15985,pojímaný,A
15986,pojímat,V
15987,pojímání,N
15988,pojíst,V
15989,pojít,V
15990,pojíždět,V
15991,pokazit,V
15992,pokaždé,D
15993,pokažený,A
15994,pokec,N
15995,pokecat,V
15996,poker,N
15997,pokerový,A
15998,poklad,N
15999,pokladna,N
16000,pokladnice,N
16001,pokladnička,N
16002,pokladní,N
16003,pokladník,N
16004,poklek,N
16005,pokleknout,V
16006,poklep,N
16007,poklepat,V
16008,pokles,N
16009,poklesek,N
16010,poklesnout,V
16011,poklice,N
16012,poklid,N
16013,poklidit,V
16014,poklidný,A
16015,poklidně,D
16016,poklička,N
16017,poklona,N
16018,poklonit,V
16019,poklop,N
16020,poklopec,N
16021,poklus,N
16022,pokládaný,A
16023,pokládat,V
16024,pokládka,N
16025,pokládání,N
16026,poklást,V
16027,pokochat,V
16028,pokoj,N
16029,pokojný,A
16030,pokojový,A
16031,pokojská,N
16032,pokojíček,N
16033,pokolení,N
16034,pokora,N
16035,pokorný,A
16036,pokorně,D
16037,pokosit,V
16038,pokousaný,A
16039,pokousat,V
16040,pokoutní,A
16041,pokoušející,A
16042,pokoušení,N
16043,pokoušet,V
16044,pokoření,N
16045,pokořený,A
16046,pokořit,V
16047,pokořitel,N
16048,pokožka,N
16049,pokračovací,A
16050,pokračovat,V
16051,pokračovatel,N
16052,pokračovatelka,N
16053,pokračování,N
16054,pokrevní,A
16055,pokrm,N
16056,pokrok,N
16057,pokroucený,A
16058,pokročilost,N
16059,pokročilý,A
16060,pokročit,V
16061,pokrytec,N
16062,pokrytecky,D
16063,pokrytecký,A
16064,pokrytí,N
16065,pokryv,N
16066,pokrájený,A
16067,pokrájet,V
16068,pokrýt,V
16069,pokrývat,V
16070,pokrývač,N
16071,pokrývačský,A
16072,pokrývka,N
16073,pokrývání,N
16074,pokrčení,N
16075,pokrčit,V
16076,pokukovat,V
16077,pokulhávat,V
16078,pokus,N
16079,pokusit,V
16080,pokusný,A
16081,pokusně,D
16082,pokuta,N
16083,pokutovaný,A
16084,pokutovat,V
16085,pokutování,N
16086,pokušení,N
16087,pokyn,N
16088,pokácení,N
16089,pokácený,A
16090,pokácet,V
16091,pokání,N
16092,pokárat,V
16093,pokárání,N
16094,pokývat,V
16095,pokřik,N
16096,pokřikovat,V
16097,pokřikování,N
16098,pokřivený,A
16099,pokřivit,V
16100,pokřtít,V
16101,pokřtěný,A
16102,polapit,V
16103,polapitelný,A
16104,polarizační,A
16105,polarizovat,V
16106,polda,N
16107,pole,N
16108,polechtat,V
16109,poledne,N
16110,polednice,N
16111,polední,A
16112,poledník,N
16113,polehčující,A
16114,polekaně,D
16115,polekaný,A
16116,polekat,V
16117,polemika,N
16118,polemizovat,V
16119,poleno,N
16120,polenta,N
16121,polep,N
16122,polepený,A
16123,polepit,V
16124,poleptání,N
16125,polepšení,N
16126,polepšený,A
16127,polepšit,V
16128,poletovat,V
16129,poletující,A
16130,poleva,N
16131,polevení,N
16132,polevit,V
16133,polevovat,V
16134,polibek,N
16135,police,N
16136,polichotit,V
16137,policie,N
16138,policista,N
16139,policistka,N
16140,policový,A
16141,poliklinika,N
16142,politik,N
16143,politika,N
16144,politolog,N
16145,politologický,A
16146,politologie,N
16147,politování,N
16148,politovat,V
16149,politý,A
16150,polička,N
16151,polka,N
16152,polknout,V
16153,polnost,N
16154,polní,A
16155,polníček,N
16156,polo,N
16157,polobůh,N
16158,polodrahokam,N
16159,poloha,N
16160,polohlas,N
16161,polohlasně,D
16162,polohovací,A
16163,polohovat,V
16164,polohovatelný,A
16165,polohovka,N
16166,polohování,N
16167,polohový,A
16168,polohově,D
16169,polojasno,D
16170,polojasný,A
16171,polokoule,N
16172,pololetí,N
16173,polomrtvý,A
16174,poloměr,N
16175,polonahý,A
16176,polonium,N
16177,poloosa,N
16178,poloostrov,N
16179,polopoušť,N
16180,poloprázdný,A
16181,polotovar,N
16182,polotučný,A
16183,polovic,C
16184,polovina,N
16185,polovička,N
16186,poloviční,A
16187,polovodič,N
16188,poločas,N
16189,poločasový,A
16190,položení,N
16191,položený,A
16192,položit,V
16193,položka,N
16194,polstrování,N
16195,polyester,N
16196,polyesterový,A
16197,polygamie,N
16198,polygon,N
16199,polygraf,N
16200,polygrafický,A
16201,polygrafie,N
16202,polykač,N
16203,polykat,V
16204,polykání,N
16205,polymer,N
16206,polymerní,A
16207,polyp,N
16208,polystyren,N
16209,polystyrénový,A
16210,polárka,N
16211,polární,A
16212,polárník,N
16213,podléhat,V
16214,poléhání,N
16215,polétavý,A
16216,polévat,V
16217,polévka,N
16218,polévkový,A
16219,polévání,N
16220,políbení,N
16221,políbený,A
16222,políbit,V
16223,polínko,N
16224,polít,V
16225,políček,N
16226,políčko,N
16227,polštář,N
16228,polštářek,N
16229,polštářový,A
16230,poma,N
16231,pomahač,N
16232,pomalost,N
16233,pomalovaný,A
16234,pomalovat,V
16235,pomalu,D
16236,pomalý,A
16237,pomazat,V
16238,pomazánka,N
16239,pomazánkový,A
16240,pomazání,N
16241,pomačkat,V
16242,pomeranč,N
16243,pomerančovník,N
16244,pomerančový,A
16245,pomezní,A
16246,pomezí,N
16247,pominout,V
16248,pominutí,N
16249,pominutý,A
16250,pomlouvat,V
16251,pomlouvačný,A
16252,pomlouvání,N
16253,pomluva,N
16254,pomlácený,A
16255,pomlázka,N
16256,pomník,N
16257,pomníček,N
16258,pomněnka,N
16259,pomoc,N
16260,pomoci,V
16261,pomocnice,N
16262,pomocník,N
16263,pomocný,A
16264,pomocí,R
16265,pompa,N
16266,pompéznost,N
16267,pomsta,N
16268,pomstychtivost,N
16269,pomstychtivý,A
16270,pomstít,V
16271,pomyslit,V
16272,pomyslný,A
16273,pomáda,N
16274,pomáhající,A
16275,pomáhat,V
16276,pomíjivost,N
16277,pomíjivý,A
16278,pomýlený,A
16279,pomýlit,V
16280,poměr,N
16281,poměrný,A
16282,poměrně,D
16283,poměrový,A
16284,poměry,N
16285,poměřit,V
16286,poměřovat,V
16287,poměřování,N
16288,pomůcka,N
16289,ponaučit,V
16290,pondělní,A
16291,pondělí,N
16292,ponechaný,A
16293,ponechat,V
16294,ponechání,N
16295,ponechávat,V
16296,poničení,N
16297,poničený,A
16298,poničit,V
16299,ponižovat,V
16300,ponižování,N
16301,ponižující,A
16302,ponk,N
16303,ponocný,N
16304,ponocovat,V
16305,ponocování,N
16306,ponor,N
16307,ponorka,N
16308,ponorkový,A
16309,ponorný,A
16310,ponořit,V
16311,ponožka,N
16312,pont,N
16313,ponuře,D
16314,ponurý,A
16315,pony,N
16316,poník,N
16317,ponížený,A
16318,poníženě,D
16319,ponížit,V
16320,pončo,N
16321,poněkud,D
16322,pookřát,V
16323,pooperační,A
16324,pootevřený,A
16325,popadaný,A
16326,popadat,V
16327,popadnout,V
16328,popasovat,V
16329,popel,N
16330,popelavý,A
16331,popelec,N
16332,popelka,N
16333,popelnice,N
16334,popelnicový,A
16335,popelník,N
16336,popelář,N
16337,popelářský,A
16338,popichovat,V
16339,popichování,N
16340,popis,N
16341,popisek,N
16342,popisný,A
16343,popisovaný,A
16344,popisovat,V
16345,popisování,N
16346,popisující,A
16347,poplach,N
16348,poplachový,A
16349,poplatek,N
16350,poplatkový,A
16351,poplatník,N
16352,poplavat,V
16353,popleta,N
16354,popletený,A
16355,poplácat,V
16356,poplácávat,V
16357,poplést,V
16358,popohánět,V
16359,popojít,V
16360,popojíždění,N
16361,popojíždět,V
16362,poporodní,A
16363,popostrčit,V
16364,popovídat,V
16365,popovídání,N
16366,poprask,N
16367,popraskat,V
16368,popraskání,N
16369,poprat,V
16370,poprava,N
16371,popravený,A
16372,popravit,V
16373,popraviště,N
16374,popravovat,V
16375,popravčí,A
16376,poprašek,N
16377,poprsí,N
16378,popruh,N
16379,poprvé,C
16380,poprášit,V
16381,popsaný,A
16382,popsat,V
16383,popsatelný,A
16384,popsání,N
16385,poptat,V
16386,poptávat,V
16387,poptávka,N
16388,poptávkový,A
16389,popud,N
16390,popudit,V
16391,popukání,N
16392,populace,N
16393,popularita,N
16394,popularizace,N
16395,popularizační,A
16396,popularizátor,N
16397,populační,A
16398,populačně,D
16399,populista,N
16400,populární,A
16401,populárně,D
16402,popuzovat,V
16403,popálenina,N
16404,popáleninový,A
16405,popálení,N
16406,popálený,A
16407,popálit,V
16408,popíjející,A
16409,popíjet,V
16410,popílek,N
16411,popínavý,A
16412,popírající,A
16413,popírat,V
16414,popírač,N
16415,popírání,N
16416,popěvek,N
16417,popředí,N
16418,popřemýšlet,V
16419,popřát,V
16420,popřít,V
16421,porada,N
16422,poradce,N
16423,poradenský,A
16424,poradenství,N
16425,poradit,V
16426,poradkyně,N
16427,poradní,A
16428,poranit,V
16429,poranění,N
16430,porazit,V
16431,poraženecký,A
16432,poražení,N
16433,poražený,N
16434,porce,N
16435,porcelán,N
16436,porcelánka,N
16437,porcelánový,A
16438,porcovaný,A
16439,porcování,N
16440,porcovat,V
16441,poroba,N
16442,porod,N
16443,porodit,V
16444,porodna,N
16445,porodnice,N
16446,porodnictví,N
16447,porodnost,N
16448,porodník,N
16449,porost,N
16450,porota,N
16451,porotce,N
16452,porotkyně,N
16453,porotní,A
16454,porouchaný,A
16455,porouchat,V
16456,poroučet,V
16457,porovnat,V
16458,porovnání,N
16459,porovnávaný,A
16460,porovnávání,N
16461,porozhlédnout,V
16462,porozumění,N
16463,porozumět,V
16464,port,N
16465,porta,N
16466,portfolio,N
16467,portrét,N
16468,portrétista,N
16469,portrétní,A
16470,portrétovat,V
16471,portál,N
16472,porub,N
16473,porucha,N
16474,poruchovost,N
16475,poručit,V
16476,poručník,N
16477,poručík,N
16478,porušení,N
16479,porušit,V
16480,porušovat,V
16481,porušující,A
16482,porvat,V
16483,poryv,N
16484,porážka,N
16485,porážkový,A
16486,porézní,A
16487,posadit,V
16488,posazení,N
16489,posazený,A
16490,posbíraný,A
16491,posbírat,V
16492,poschodí,N
16493,posed,N
16494,posedlost,N
16495,posedlý,A
16496,posedávání,N
16497,posedět,V
16498,posekaný,A
16499,posekat,V
16500,posel,N
16501,poselstvo,N
16502,poselství,N
16503,posetý,A
16504,posez,N
16505,posezení,N
16506,posečený,A
16507,posečkat,V
16508,posila,N
16509,posilnit,V
16510,posilnění,N
16511,posilněný,A
16512,posilovat,V
16513,posilovač,N
16514,posilovna,N
16515,posilování,N
16516,posilový,A
16517,posilující,A
16518,poskakovat,V
16519,poskakování,N
16520,poskládat,V
16521,poskok,N
16522,poskočit,V
16523,poskrovnu,D
16524,poskvrnit,V
16525,poskytnout,V
16526,poskytnutí,N
16527,poskytnutý,A
16528,poskytovat,V
16529,poskytující,A
16530,poslanec,N
16531,poslanecký,A
16532,poslankyně,N
16533,poslaný,A
16534,poslat,V
16535,poslech,N
16536,poslechnout,V
16537,poslechovost,N
16538,posledek,N
16539,posledně,D
16540,poslední,A
16541,poslepu,D
16542,poslouchaný,A
16543,poslouchat,V
16544,poslouchání,N
16545,posloupnost,N
16546,posloužit,V
16547,posluchač,N
16548,posluchačka,N
16549,posluchačsky,D
16550,posluchačský,A
16551,poslušný,A
16552,poslušně,D
16553,poslání,N
16554,posléze,D
16555,poslíček,N
16556,posmrtný,A
16557,posmrtně,D
16558,posmutněle,D
16559,posmutnělý,A
16560,posmutnět,V
16561,posmívat,V
16562,posměch,N
16563,posměšek,N
16564,posměšný,A
16565,posolit,V
16566,posoudit,V
16567,posouvat,V
16568,posouzení,N
16569,pospat,V
16570,pospojovat,V
16571,pospolitost,N
16572,pospolu,D
16573,pospíšit,V
16574,post,N
16575,postarat,V
16576,postaru,D
16577,postarší,A
16578,postava,N
16579,postavení,N
16580,postavený,A
16581,postavit,V
16582,postavička,N
16583,postačovat,V
16584,postačující,A
16585,postel,N
16586,postelový,A
16587,postih,N
16588,postihnout,V
16589,postihování,N
16590,postihující,A
16591,postit,V
16592,postižení,N
16593,postižitelný,A
16594,postmoderna,N
16595,postmodernismus,N
16596,postní,A
16597,postoj,N
16598,postoupení,N
16599,postoupit,V
16600,postprodukce,N
16601,postrach,N
16602,postradatelný,A
16603,postranní,A
16604,postrkovat,V
16605,postroj,N
16606,postrádající,A
16607,postrádat,V
16608,postrčit,V
16609,postulát,N
16610,postup,N
16611,postupný,A
16612,postupovat,V
16613,postupový,A
16614,postupující,A
16615,postát,V
16616,postávající,A
16617,postávat,V
16618,postávání,N
16619,postýlka,N
16620,postěžovat,V
16621,postřehnout,V
16622,postřelení,N
16623,postřelený,A
16624,potřelit,V
16625,postřik,N
16626,postřikovač,N
16627,postřikový,A
16628,postříbřený,A
16629,postřílet,V
16630,posudek,N
16631,posun,N
16632,posunek,N
16633,posunout,V
16634,posunovat,V
16635,posunovač,N
16636,posunování,N
16637,posunutí,N
16638,posunutý,A
16639,posuv,N
16640,posuvník,N
16641,posuzovaný,A
16642,posuzovatel,N
16643,posvátný,A
16644,posvícenský,A
16645,posvícení,N
16646,posvítit,V
16647,posvěcení,N
16648,posvětit,V
16649,posyp,N
16650,posypat,V
16651,posypový,A
16652,posypání,N
16653,posádka,N
16654,posádkový,A
16655,posílat,V
16656,posílený,A
16657,posílit,V
16658,posílání,N
16659,potah,N
16660,potahovat,V
16661,potahový,A
16662,potajmu,D
16663,potají,D
16664,potažený,A
16665,potažmo,D
16666,potemnět,V
16667,potence,N
16668,potencionální,A
16669,potenciál,N
16670,potenciálně,D
16671,potichu,D
16672,potisk,N
16673,potkan,N
16674,potkat,V
16675,potkávací,A
16676,potkávat,V
16677,potkávání,N
16678,potlach,N
16679,potlačení,N
16680,potlačit,V
16681,potlačování,N
16682,potlačující,A
16683,potlesk,N
16684,potloukat,V
16685,potlučený,A
16686,potmě,D
16687,potměšilý,A
16688,potní,A
16689,potok,N
16690,potom,D
16691,potomek,N
16692,potopa,N
16693,potopený,A
16694,potopit,V
16695,potoční,A
16696,potrat,N
16697,potratový,A
16698,potrava,N
16699,potravina,N
16700,potravinář,N
16701,potravinářský,A
16702,potravinářství,N
16703,potrestaný,A
16704,potrestat,V
16705,potrhat,V
16706,potrpět,V
16707,potrubní,A
16708,potrubí,N
16709,potucha,N
16710,potulný,A
16711,potulovat,V
16712,potulující,A
16713,potupa,N
16714,potupit,V
16715,potutelný,A
16716,potutelně,D
16717,potvora,N
16718,potvrdit,V
16719,potvrzení,N
16720,potvrzený,A
16721,potvrzovat,V
16722,potvrzování,N
16723,potvrzující,A
16724,potvůrka,N
16725,potyčka,N
16726,potácející,A
16727,potácet,V
16728,potáhnout,V
16729,potápka,N
16730,potápějící,A
16731,potápění,N
16732,potápět,V
16733,potápěč,N
16734,potápěčský,A
16735,potázat,V
16736,poté,D
16737,potírání,N
16738,potírat,V
16739,potítko,N
16740,potíž,N
16741,potížista,N
16742,potýkající,A
16743,potýkat,V
16744,potěcha,N
16745,potěr,N
16746,potěšení,N
16747,potěšený,A
16748,potěšeně,D
16749,potěšit,V
16750,potěšující,A
16751,potřeba,N
16752,potřebný,A
16753,potřebovat,V
16754,potření,N
16755,potřený,A
16756,potřásat,V
16757,potřást,V
16758,potřísnit,V
16759,potřísněný,A
16760,potůček,N
16761,pouhý,A
16762,poukaz,N
16763,poukazovat,V
16764,poukazování,N
16765,poukazující,A
16766,poukázat,V
16767,poukázání,N
16768,pouliční,A
16769,poupravit,V
16770,poupě,N
16771,pousmání,N
16772,pousmát,V
16773,poustevna,N
16774,poustevník,N
16775,pouta,N
16776,poutat,V
16777,poutavý,A
16778,poutavě,D
16779,poutač,N
16780,poutko,N
16781,poutnický,A
16782,poutní,A
16783,poutník,N
16784,pouto,N
16785,pouzdro,N
16786,pouzdrový,A
16787,poučení,N
16788,poučený,A
16789,poučit,V
16790,poučitelný,A
16791,poučka,N
16792,poučný,A
16793,poučovat,V
16794,poučování,N
16795,pouštní,A
16796,pouštění,N
16797,poušť,N
16798,pouť,N
16799,použitelnost,N
16800,použitelný,A
16801,použití,N
16802,použít,V
16803,používající,A
16804,používaný,A
16805,používat,V
16806,používání,N
16807,povaha,N
16808,povahový,A
16809,povahově,D
16810,povalený,A
16811,povalit,V
16812,povalovat,V
16813,povalování,N
16814,povalující,A
16815,povařený,A
16816,považovat,V
16817,povděk,N
16818,povedený,A
16819,povel,N
16820,povidla,N
16821,povidlový,A
16822,povinnost,N
16823,povinný,A
16824,povlak,N
16825,povléci,V
16826,povlečení,N
16827,povodeň,N
16828,povodí,N
16829,povolaný,A
16830,povolat,V
16831,povolební,A
16832,povolenka,N
16833,povolení,N
16834,povolený,A
16835,povolit,V
16836,povolovací,A
16837,povolující,A
16838,povolání,N
16839,povolávací,A
16840,povoz,N
16841,povrch,N
16842,povrchnost,N
16843,povrchně,D
16844,povrchní,A
16845,povstalec,N
16846,povstalecký,A
16847,povstat,V
16848,povstání,N
16849,povyprávět,V
16850,povyražení,N
16851,povyskočit,V
16852,povyšovat,V
16853,povzbudit,V
16854,povzbudivý,A
16855,povzbudivě,D
16856,povzbuzení,N
16857,povzbuzený,A
16858,povzbuzování,N
16859,povzbuzující,A
16860,povzdech,N
16861,povzdechnout,V
16862,povzdychnout,V
16863,povzdálí,N
16864,povznesení,N
16865,povznesený,A
16866,povznášející,A
16867,povznášet,V
16868,povznést,V
16869,povánoční,A
16870,povážit,V
16871,povést,V
16872,povídat,V
16873,povídačka,N
16874,povídka,N
16875,povídkový,A
16876,povýšenost,N
16877,povýšení,N
16878,povýšený,A
16879,povýšeně,D
16880,povědomost,N
16881,povědomí,N
16882,povědomý,A
16883,povědomě,D
16884,pověra,N
16885,pověrčivost,N
16886,pověsit,V
16887,pověst,N
16888,pověstný,A
16889,povětrnost,N
16890,povětrnostní,A
16891,povětšinou,D
16892,pověřenec,N
16893,pověření,N
16894,pověřit,V
16895,pověřovací,A
16896,pověřovat,V
16897,pověšený,A
16898,povšimnout,V
16899,povšimnutí,N
16900,pozadu,D
16901,pozadí,N
16902,pozastavení,N
16903,pozastavit,V
16904,pozastavovat,V
16905,pozdní,A
16906,pozdrav,N
16907,pozdravit,V
16908,pozdravení,N
16909,pozdržení,N
16910,pozdvihnout,V
16911,pozdávat,V
16912,pozdě,D
16913,pozemek,N
16914,pozemkový,A
16915,pozemní,A
16916,pozemský,A
16917,pozemšťan,N
16918,pozice,N
16919,pozinkovaný,A
16920,pozitiv,N
16921,pozitivita,N
16922,pozitivní,A
16923,pozitivně,D
16924,pozitivum,N
16925,poziční,A
16926,pozičně,D
16927,pozlacený,A
16928,pozlátko,N
16929,pozměnit,V
16930,pozměnění,N
16931,pozměněný,A
16932,pozměňovací,A
16933,pozměňování,N
16934,pozměňující,A
16935,poznamenaný,A
16936,poznamenat,V
16937,poznat,V
16938,poznatek,N
16939,poznatelný,A
16940,poznámka,N
16941,poznámkový,A
16942,poznání,N
16943,poznávat,V
16944,pozor,N
16945,pozorný,A
16946,pozorovací,A
16947,pozorovat,V
16948,pozorovatel,N
16949,pozorovatelna,N
16950,pozorovatelský,A
16951,pozorování,N
16952,pozoruhodnost,N
16953,pozoruhodný,A
16954,poztrácet,V
16955,pozvaný,A
16956,pozvat,V
16957,pozvedat,V
16958,pozvednout,V
16959,pozvednutí,N
16960,pozvolna,D
16961,pozvolný,A
16962,pozvánka,N
16963,pozvání,N
16964,pozítří,D
16965,pozření,N
16966,pozřít,V
16967,pozůstalost,N
16968,pozůstalostní,A
16969,pozůstalý,N
16970,pozůstatek,N
16971,počest,N
16972,počestný,A
16973,počet,N
16974,početní,A
16975,početně,D
16976,početný,A
16977,počin,N
16978,počitadlo,N
16979,počkat,V
16980,počkání,N
16981,počtení,N
16982,počty,N
16983,počtář,N
16984,počátek,N
16985,počáteční,A
16986,počátkem,R
16987,počínaje,R
16988,počínající,A
16989,počínat,V
16990,počítadlo,N
16991,počítající,A
16992,počítat,V
16993,počítač,N
16994,počítačový,A
16995,počítačově,D
16996,počítání,N
16997,pořad,N
16998,pořadatel,N
16999,pořadatelský,A
17000,pořadač,N
17001,pořadník,N
17002,pořadový,A
17003,pořekadlo,N
17004,pořezaný,A
17005,pořezání,N
17006,pořezat,V
17007,pořizovací,A
17008,pořizovaný,A
17009,pořizovat,V
17010,pořizovatel,N
17011,pořád,D
17012,pořádající,A
17013,pořádat,V
17014,pořádek,N
17015,pořádkový,A
17016,pořádání,N
17017,pořídit,V
17018,pořízek,N
17019,pořízená,N
17020,pořízení,N
17021,pořízený,A
17022,poříční,A
17023,poříčí,N
17024,pošetilost,N
17025,pošetilý,A
17026,pošilhávat,V
17027,pošitý,A
17028,poškodit,V
17029,poškození,N
17030,poškozený,A
17031,poškozování,N
17032,poškrábat,V
17033,poškrábání,N
17034,pošmourný,A
17035,pošpinit,V
17036,pošta,N
17037,poštolka,N
17038,poštovna,N
17039,poštovné,N
17040,poštovní,A
17041,poštvat,V
17042,poštěstit,V
17043,pošťačka,N
17044,pošťuchování,N
17045,pošťuchovat,V
17046,pošťácký,A
17047,pošťák,N
17048,požadavek,N
17049,požadovaný,A
17050,požadovat,V
17051,požadující,A
17052,požehnat,V
17053,požehnání,N
17054,požitek,N
17055,požitkář,N
17056,požití,N
17057,požitý,A
17058,poživatel,N
17059,poživatelný,A
17060,poživatina,N
17061,požádat,V
17062,požádání,N
17063,požár,N
17064,požárník,N
17065,požírat,V
17066,požírač,N
17067,požívání,N
17068,prababička,N
17069,pracant,N
17070,prach,N
17071,prachobyčejný,A
17072,prachovka,N
17073,prachy,N
17074,prachárna,N
17075,pracháč,N
17076,pracka,N
17077,pracna,N
17078,pracnost,N
17079,pracně,D
17080,pracný,A
17081,pracovitost,N
17082,pracovitý,A
17083,pracoviště,N
17084,pracovna,N
17085,pracovnice,N
17086,pracovně,D
17087,pracovní,A
17088,pracovník,N
17089,pracující,N
17090,prací,A
17091,pradlena,N
17092,pradávno,N
17093,pradávný,A
17094,praděd,N
17095,pradědeček,N
17096,pragmaticky,D
17097,pragmatický,A
17098,pragmatik,N
17099,prahnoucí,A
17100,prahnout,V
17101,prahový,A
17102,prak,N
17103,praktický,A
17104,praktik,N
17105,praktika,N
17106,praktikant,N
17107,praktikovaný,A
17108,praktikovat,V
17109,praktikování,N
17110,praktikující,A
17111,praktičnost,N
17112,prales,N
17113,pralinka,N
17114,pramalý,A
17115,pramen,N
17116,pramenitý,A
17117,prameniště,N
17118,pramenný,A
17119,prameník,N
17120,pramice,N
17121,pramálo,D
17122,pramínek,N
17123,pranice,N
17124,pranostika,N
17125,pranýř,N
17126,praotec,N
17127,prapor,N
17128,praporek,N
17129,prapředek,N
17130,prapůvod,N
17131,prapůvodní,A
17132,prarodič,N
17133,prase,N
17134,prasečák,N
17135,prasečí,A
17136,praskající,A
17137,praskat,V
17138,prasklina,N
17139,prasklinka,N
17140,prasknout,V
17141,prasknutí,N
17142,praskání,N
17143,prasnice,N
17144,prastarý,A
17145,prastrýc,N
17146,prasátko,N
17147,pravačka,N
17148,pravda,N
17149,pravdivost,N
17150,pravdivý,A
17151,pravdivě,D
17152,pravdomluvnost,N
17153,pravděpodobnost,N
17154,pravděpodobný,A
17155,pravděpodobně,D
17156,pravice,N
17157,pravicový,A
17158,pravicově,D
17159,pravidelnost,N
17160,pravidelný,A
17161,pravidlo,N
17162,pravlast,N
17163,pravnuk,N
17164,pravnučka,N
17165,pravomoc,N
17166,pravomocný,A
17167,pravomocně,D
17168,pravopis,N
17169,pravopisný,A
17170,pravoslaví,N
17171,pravotočivý,A
17172,pravoúhlý,A
17173,pravák,N
17174,pravítko,N
17175,pravěk,N
17176,praxe,N
17177,prazdroj,N
17178,prazvláštní,A
17179,pračka,N
17180,pračlověk,N
17181,prašivka,N
17182,prašivý,A
17183,prašnost,N
17184,prašný,A
17185,praštit,V
17186,praštět,V
17187,pražec,N
17188,pražení,N
17189,pražený,A
17190,pražit,V
17191,pražma,N
17192,pražírna,N
17193,prcek,N
17194,prchající,A
17195,prchat,V
17196,prchavý,A
17197,prchlivý,A
17198,precedent,N
17199,precizní,A
17200,precizně,D
17201,preclík,N
17202,predikce,N
17203,predikovat,V
17204,prediktivní,A
17205,predispozice,N
17206,predátor,N
17207,prefabrikát,N
17208,prefekt,N
17209,prefektura,N
17210,preference,N
17211,preferenční,A
17212,preferovaný,A
17213,preferovat,V
17214,preferování,N
17215,preferující,A
17216,pregnantně,D
17217,prehistorie,N
17218,prejt,N
17219,prekérní,A
17220,prelatura,N
17221,preludium,N
17222,prelát,N
17223,premiant,N
17224,premiéra,N
17225,premisa,N
17226,premiér,N
17227,premiérka,N
17228,premiérově,D
17229,premiérský,A
17230,prenatální,A
17231,preparace,N
17232,preparovaný,A
17233,preparát,N
17234,preparátor,N
17235,presbytář,N
17236,president,N
17237,preskripce,N
17238,prestiž,N
17239,prestižní,A
17240,presto,D
17241,presumpce,N
17242,prevalence,N
17243,prevence,N
17244,preventista,N
17245,preventistka,N
17246,preventivně,D
